SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
232,JK,Jammu and Kashmir,JK_Kishtwar,Kishtwar,12,9,3,0,0,0,0,0,0,NA,NA
233,JK,Jammu and Kashmir,JK_Kulgam,Kulgam,313,264,45,4,0,0,0,0,0,NA,NA
234,JK,Jammu and Kashmir,JK_Kupwara,Kupwara,299,222,76,1,0,0,0,0,0,NA,NA
235,JK,Jammu and Kashmir,JK_Mirpur,Mirpur,0,0,0,0,0,0,0,0,0,NA,NA
236,JK,Jammu and Kashmir,JK_Muzaffarabad,Muzaffarabad,0,0,0,0,0,0,0,0,0,NA,NA
237,JK,Jammu and Kashmir,JK_Pulwama,Pulwama,105,92,13,0,0,0,0,0,0,NA,NA
238,JK,Jammu and Kashmir,JK_Punch,Punch,59,58,1,0,0,0,0,0,0,NA,NA
239,JK,Jammu and Kashmir,JK_Rajouri,Rajouri,40,35,5,0,0,0,0,0,0,NA,NA
240,JK,Jammu and Kashmir,JK_Ramban,Ramban,153,137,16,0,0,0,0,0,0,NA,NA
241,JK,Jammu and Kashmir,JK_Reasi,Reasi,14,11,3,0,0,0,0,0,0,NA,NA
242,JK,Jammu and Kashmir,JK_Samba,Samba,48,35,13,0,0,0,0,0,0,NA,NA
243,JK,Jammu and Kashmir,JK_Shopiyan,Shopiyan,205,93,109,3,0,0,0,0,0,NA,NA
244,JK,Jammu and Kashmir,JK_Srinagar,Srinagar,319,169,143,7,0,0,0,0,0,NA,NA
245,JK,Jammu and Kashmir,JK_Udhampur,Udhampur,72,45,26,1,0,0,0,0,0,NA,NA
270,KA,Karnataka,KA_Bagalkote,Bagalkote,91,19,71,1,0,0,0,0,0,NA,NA
271,KA,Karnataka,KA_Ballari,Ballari,52,21,30,1,0,0,0,0,0,NA,NA
272,KA,Karnataka,KA_Belagavi,Belagavi,210,85,124,1,0,0,0,0,0,NA,NA
274,KA,Karnataka,KA_Bengaluru Rural,Bengaluru Rural,19,9,9,1,0,0,0,0,0,NA,NA
273,KA,Karnataka,KA_Bengaluru Urban,Bengaluru Urban,419,152,256,11,0,0,0,0,0,NA,NA
275,KA,Karnataka,KA_Bidar,Bidar,176,130,41,5,0,0,0,0,0,NA,NA
276,KA,Karnataka,KA_Chamarajanagara,Chamarajanagara,0,0,0,0,0,0,0,0,0,NA,NA
277,KA,Karnataka,KA_Chikkaballapura,Chikkaballapura,143,88,52,3,0,0,0,0,0,NA,NA
278,KA,Karnataka,KA_Chikkamagaluru,Chikkamagaluru,18,10,8,0,0,0,0,0,0,NA,NA
279,KA,Karnataka,KA_Chitradurga,Chitradurga,39,30,9,0,0,0,0,0,0,NA,NA
280,KA,Karnataka,KA_Dakshina Kannada,Dakshina Kannada,136,73,57,6,0,0,0,0,0,NA,NA
281,KA,Karnataka,KA_Davanagere,Davanagere,164,25,134,5,0,0,0,0,0,NA,NA
282,KA,Karnataka,KA_Dharwad,Dharwad,51,24,27,0,0,0,0,0,0,NA,NA
283,KA,Karnataka,KA_Gadag,Gadag,35,17,17,1,0,0,0,0,0,NA,NA
284,KA,Karnataka,KA_Hassan,Hassan,184,126,58,0,0,0,0,0,0,NA,NA
285,KA,Karnataka,KA_Haveri,Haveri,16,10,6,0,0,0,0,0,0,NA,NA
286,KA,Karnataka,KA_Kalaburagi,Kalaburagi,511,376,128,7,0,0,0,0,0,NA,NA
287,KA,Karnataka,KA_Kodagu,Kodagu,3,2,1,0,0,0,0,0,0,NA,NA
288,KA,Karnataka,KA_Kolar,Kolar,27,18,9,0,0,0,0,0,0,NA,NA
289,KA,Karnataka,KA_Koppal,Koppal,4,1,3,0,0,0,0,0,0,NA,NA
290,KA,Karnataka,KA_Mandya,Mandya,302,221,81,0,0,0,0,0,0,NA,NA
291,KA,Karnataka,KA_Mysuru,Mysuru,96,6,90,0,0,0,0,0,0,NA,NA
0,KA,Karnataka,KA_Other State,Other State,22,-3,24,1,0,0,0,0,0,NA,NA
292,KA,Karnataka,KA_Raichur,Raichur,268,230,37,1,0,0,0,0,0,NA,NA
293,KA,Karnataka,KA_Ramanagara,Ramanagara,2,2,0,0,0,0,0,0,0,NA,NA
294,KA,Karnataka,KA_Shivamogga,Shivamogga,55,25,30,0,0,0,0,0,0,NA,NA
295,KA,Karnataka,KA_Tumakuru,Tumakuru,33,19,12,2,0,0,0,0,0,NA,NA
296,KA,Karnataka,KA_Udupi,Udupi,472,408,63,1,0,0,0,0,0,NA,NA
297,KA,Karnataka,KA_Uttara Kannada,Uttara Kannada,84,35,49,0,0,0,0,0,0,NA,NA
298,KA,Karnataka,KA_Vijayapura,Vijayapura,133,67,61,5,0,0,0,0,0,NA,NA
299,KA,Karnataka,KA_Yadgir,Yadgir,298,270,27,1,0,0,0,0,0,NA,NA
0,KL,Kerala,KL_Other State,Other State,2,2,0,0,0,0,0,0,0,NA,NA
300,KL,Kerala,KL_Alappuzha,Alappuzha,66,57,8,1,0,0,0,0,0,NA,NA
301,KL,Kerala,KL_Ernakulam,Ernakulam,61,32,28,1,0,0,0,0,0,NA,NA
302,KL,Kerala,KL_Idukki,Idukki,42,18,24,0,0,0,0,0,0,NA,NA
303,KL,Kerala,KL_Kannur,Kannur,234,104,128,2,0,0,0,0,0,NA,NA
304,KL,Kerala,KL_Kasaragod,Kasaragod,303,98,205,0,0,0,0,0,0,NA,NA
305,KL,Kerala,KL_Kollam,Kollam,78,53,25,0,0,0,0,0,0,NA,NA
306,KL,Kerala,KL_Kottayam,Kottayam,59,20,38,1,0,0,0,0,0,NA,NA
307,KL,Kerala,KL_Kozhikode,Kozhikode,78,39,38,1,0,0,0,0,0,NA,NA
308,KL,Kerala,KL_Malappuram,Malappuram,138,87,50,1,0,0,0,0,0,NA,NA
309,KL,Kerala,KL_Palakkad,Palakkad,167,150,17,0,0,0,0,0,0,NA,NA
310,KL,Kerala,KL_Pathanamthitta,Pathanamthitta,55,34,21,0,0,0,0,0,0,NA,NA
311,KL,Kerala,KL_Thiruvananthapuram,Thiruvananthapuram,85,53,29,3,0,0,0,0,0,NA,NA
312,KL,Kerala,KL_Thrissur,Thrissur,83,63,19,1,0,0,0,0,0,NA,NA
313,KL,Kerala,KL_Wayanad,Wayanad,37,15,21,1,0,0,0,0,0,NA,NA
314,LA,Ladakh,LA_Kargil,Kargil,46,33,13,0,0,0,0,0,0,NA,NA
315,LA,Ladakh,LA_Leh,Leh,44,9,35,0,0,0,0,0,0,NA,NA
316,LD,Lakshadweep,LD_Lakshadweep,Lakshadweep,0,0,0,0,0,0,0,0,0,NA,NA
369,MH,Maharashtra,MH_Ahmednagar,Ahmednagar,165,95,62,8,0,0,0,0,0,NA,NA
370,MH,Maharashtra,MH_Akola,Akola,647,256,358,33,0,0,0,0,0,NA,NA
371,MH,Maharashtra,MH_Amravati,Amravati,261,87,158,16,0,0,0,0,0,NA,NA
372,MH,Maharashtra,MH_Aurangabad,Aurangabad,1653,474,1095,84,0,0,0,0,0,NA,NA
374,MH,Maharashtra,MH_Beed,Beed,49,21,27,1,0,0,0,0,0,NA,NA
373,MH,Maharashtra,MH_Bhandara,Bhandara,37,25,12,0,0,0,0,0,0,NA,NA
375,MH,Maharashtra,MH_Buldhana,Buldhana,74,26,45,3,0,0,0,0,0,NA,NA
376,MH,Maharashtra,MH_Chandrapur,Chandrapur,27,2,25,0,0,0,0,0,0,NA,NA
377,MH,Maharashtra,MH_Dhule,Dhule,177,63,94,20,0,0,0,0,0,NA,NA
378,MH,Maharashtra,MH_Gadchiroli,Gadchiroli,39,27,12,0,0,0,0,0,0,NA,NA
379,MH,Maharashtra,MH_Gondia,Gondia,66,18,48,0,0,0,0,0,0,NA,NA
380,MH,Maharashtra,MH_Hingoli,Hingoli,193,87,106,0,0,0,0,0,0,NA,NA
381,MH,Maharashtra,MH_Jalgaon,Jalgaon,781,377,330,74,0,0,0,0,0,NA,NA
382,MH,Maharashtra,MH_Jalna,Jalna,154,93,59,2,0,0,0,0,0,NA,NA
383,MH,Maharashtra,MH_Kolhapur,Kolhapur,607,388,213,6,0,0,0,0,0,NA,NA
384,MH,Maharashtra,MH_Latur,Latur,125,53,69,3,0,0,0,0,0,NA,NA
385,MH,Maharashtra,MH_Mumbai,Mumbai,43492,24603,17472,1417,0,0,0,0,0,NA,NA
386,MH,Maharashtra,MH_Mumbai Suburban,Mumbai Suburban,0,0,0,0,0,0,0,0,0,NA,NA
387,MH,Maharashtra,MH_Nagpur,Nagpur,635,232,392,11,0,0,0,0,0,NA,NA
388,MH,Maharashtra,MH_Nanded,Nanded,135,30,99,6,0,0,0,0,0,NA,NA
389,MH,Maharashtra,MH_Nandurbar,Nandurbar,37,5,28,4,0,0,0,0,0,NA,NA
390,MH,Maharashtra,MH_Nashik,Nashik,1235,225,942,68,0,0,0,0,0,NA,NA
391,MH,Maharashtra,MH_Osmanabad,Osmanabad,91,49,40,2,0,0,0,0,0,NA,NA
0,MH,Maharashtra,MH_Other State,Other State,63,45,0,18,0,0,0,0,0,NA,NA
392,MH,Maharashtra,MH_Palghar,Palghar,1199,718,447,34,0,0,0,0,0,NA,NA
393,MH,Maharashtra,MH_Parbhani,Parbhani,73,48,24,1,0,0,0,0,0,NA,NA
394,MH,Maharashtra,MH_Pune,Pune,8463,3511,4585,367,0,0,0,0,0,NA,NA
395,MH,Maharashtra,MH_Raigad,Raigad,1238,542,645,51,0,0,0,0,0,NA,NA
396,MH,Maharashtra,MH_Ratnagiri,Ratnagiri,314,191,118,5,0,0,0,0,0,NA,NA
397,MH,Maharashtra,MH_Sangli,Sangli,126,59,63,4,0,0,0,0,0,NA,NA
398,MH,Maharashtra,MH_Satara,Satara,564,336,206,22,0,0,0,0,0,NA,NA
399,MH,Maharashtra,MH_Sindhudurg,Sindhudurg,78,70,8,0,0,0,0,0,0,NA,NA
400,MH,Maharashtra,MH_Solapur,Solapur,1032,499,448,85,0,0,0,0,0,NA,NA
401,MH,Maharashtra,MH_Thane,Thane,10865,6633,3992,240,0,0,0,0,0,NA,NA
402,MH,Maharashtra,MH_Wardha,Wardha,9,6,2,1,0,0,0,0,0,NA,NA
403,MH,Maharashtra,MH_Washim,Washim,8,2,6,0,0,0,0,0,0,NA,NA
404,MH,Maharashtra,MH_Yavatmal,Yavatmal,148,48,99,1,0,0,0,0,0,NA,NA
421,ML,Meghalaya,ML_East Garo Hills,East Garo Hills,0,0,0,0,0,0,0,0,0,NA,NA
422,ML,Meghalaya,ML_East Jaintia Hills,East Jaintia Hills,0,0,0,0,0,0,0,0,0,NA,NA
423,ML,Meghalaya,ML_East Khasi Hills,East Khasi Hills,16,2,13,1,0,0,0,0,0,NA,NA
424,ML,Meghalaya,ML_North Garo Hills,North Garo Hills,1,1,0,0,0,0,0,0,0,NA,NA
425,ML,Meghalaya,ML_Ribhoi,Ribhoi,0,0,0,0,0,0,0,0,0,NA,NA
426,ML,Meghalaya,ML_South Garo Hills,South Garo Hills,0,0,0,0,0,0,0,0,0,NA,NA
427,ML,Meghalaya,ML_South West Garo Hills,South West Garo Hills,4,4,0,0,0,0,0,0,0,NA,NA
428,ML,Meghalaya,ML_South West Khasi Hills,South West Khasi Hills,0,0,0,0,0,0,0,0,0,NA,NA
429,ML,Meghalaya,ML_West Garo Hills,West Garo Hills,5,5,0,0,0,0,0,0,0,NA,NA
430,ML,Meghalaya,ML_West Jaintia Hills,West Jaintia Hills,1,1,0,0,0,0,0,0,0,NA,NA
431,ML,Meghalaya,ML_West Khasi Hills,West Khasi Hills,1,1,0,0,0,0,0,0,0,NA,NA
405,MN,Manipur,MN_Bishnupur,Bishnupur,3,3,0,0,0,0,0,0,0,NA,NA
406,MN,Manipur,MN_Chandel,Chandel,1,1,0,0,0,0,0,0,0,NA,NA
407,MN,Manipur,MN_Churachandpur,Churachandpur,19,16,3,0,0,0,0,0,0,NA,NA
408,MN,Manipur,MN_Imphal East,Imphal East,10,-2,12,0,0,0,0,0,0,NA,NA
409,MN,Manipur,MN_Imphal West,Imphal West,18,17,1,0,0,0,0,0,0,NA,NA
410,MN,Manipur,MN_Jiribam,Jiribam,0,0,0,0,0,0,0,0,0,NA,NA
411,MN,Manipur,MN_Kakching,Kakching,2,2,0,0,0,0,0,0,0,NA,NA
412,MN,Manipur,MN_Kamjong,Kamjong,2,0,2,0,0,0,0,0,0,NA,NA
413,MN,Manipur,MN_Kangpokpi,Kangpokpi,0,0,0,0,0,0,0,0,0,NA,NA
414,MN,Manipur,MN_Noney,Noney,3,3,0,0,0,0,0,0,0,NA,NA
415,MN,Manipur,MN_Pherzawl,Pherzawl,0,0,0,0,0,0,0,0,0,NA,NA
416,MN,Manipur,MN_Senapati,Senapati,5,5,0,0,0,0,0,0,0,NA,NA
417,MN,Manipur,MN_Tamenglong,Tamenglong,4,4,0,0,0,0,0,0,0,NA,NA
418,MN,Manipur,MN_Tengnoupal,Tengnoupal,4,4,0,0,0,0,0,0,0,NA,NA
419,MN,Manipur,MN_Thoubal,Thoubal,4,2,2,0,0,0,0,0,0,NA,NA
420,MN,Manipur,MN_Ukhrul,Ukhrul,5,5,0,0,0,0,0,0,0,NA,NA
317,MP,Madhya Pradesh,MP_Agar Malwa,Agar Malwa,13,0,12,1,0,0,0,0,0,NA,NA
318,MP,Madhya Pradesh,MP_Alirajpur,Alirajpur,3,0,3,0,0,0,0,0,0,NA,NA
319,MP,Madhya Pradesh,MP_Anuppur,Anuppur,19,16,3,0,0,0,0,0,0,NA,NA
320,MP,Madhya Pradesh,MP_Ashoknagar,Ashoknagar,12,0,11,1,0,0,0,0,0,NA,NA
321,MP,Madhya Pradesh,MP_Balaghat,Balaghat,7,5,2,0,0,0,0,0,0,NA,NA
322,MP,Madhya Pradesh,MP_Barwani,Barwani,53,16,36,1,0,0,0,0,0,NA,NA
323,MP,Madhya Pradesh,MP_Betul,Betul,31,28,3,0,0,0,0,0,0,NA,NA
324,MP,Madhya Pradesh,MP_Bhind,Bhind,58,25,33,0,0,0,0,0,0,NA,NA
325,MP,Madhya Pradesh,MP_Bhopal,Bhopal,1572,435,1077,60,0,0,0,0,0,NA,NA
326,MP,Madhya Pradesh,MP_Burhanpur,Burhanpur,305,41,248,16,0,0,0,0,0,NA,NA
327,MP,Madhya Pradesh,MP_Chhatarpur,Chhatarpur,29,20,9,0,0,0,0,0,0,NA,NA
328,MP,Madhya Pradesh,MP_Chhindwara,Chhindwara,15,10,4,1,0,0,0,0,0,NA,NA
329,MP,Madhya Pradesh,MP_Damoh,Damoh,26,10,16,0,0,0,0,0,0,NA,NA
330,MP,Madhya Pradesh,MP_Datia,Datia,11,5,5,1,0,0,0,0,0,NA,NA
331,MP,Madhya Pradesh,MP_Dewas,Dewas,104,31,64,9,0,0,0,0,0,NA,NA
332,MP,Madhya Pradesh,MP_Dhar,Dhar,125,14,108,3,0,0,0,0,0,NA,NA
333,MP,Madhya Pradesh,MP_Dindori,Dindori,23,19,4,0,0,0,0,0,0,NA,NA
335,MP,Madhya Pradesh,MP_Guna,Guna,4,3,1,0,0,0,0,0,0,NA,NA
336,MP,Madhya Pradesh,MP_Gwalior,Gwalior,166,80,84,2,0,0,0,0,0,NA,NA
337,MP,Madhya Pradesh,MP_Harda,Harda,3,0,3,0,0,0,0,0,0,NA,NA
338,MP,Madhya Pradesh,MP_Hoshangabad,Hoshangabad,37,0,34,3,0,0,0,0,0,NA,NA
339,MP,Madhya Pradesh,MP_Indore,Indore,3597,1324,2132,141,0,0,0,0,0,NA,NA
340,MP,Madhya Pradesh,MP_Jabalpur,Jabalpur,260,58,192,10,0,0,0,0,0,NA,NA
341,MP,Madhya Pradesh,MP_Jhabua,Jhabua,13,3,9,1,0,0,0,0,0,NA,NA
342,MP,Madhya Pradesh,MP_Katni,Katni,1,1,0,0,0,0,0,0,0,NA,NA
334,MP,Madhya Pradesh,MP_Khandwa,Khandwa,251,25,212,14,0,0,0,0,0,NA,NA
368,MP,Madhya Pradesh,MP_Khargone,Khargone,169,52,106,11,0,0,0,0,0,NA,NA
343,MP,Madhya Pradesh,MP_Mandla,Mandla,4,2,1,1,0,0,0,0,0,NA,NA
344,MP,Madhya Pradesh,MP_Mandsaur,Mandsaur,93,8,77,8,0,0,0,0,0,NA,NA
345,MP,Madhya Pradesh,MP_Morena,Morena,95,14,80,1,0,0,0,0,0,NA,NA
346,MP,Madhya Pradesh,MP_Narsinghpur,Narsinghpur,12,12,0,0,0,0,0,0,0,NA,NA
347,MP,Madhya Pradesh,MP_Neemuch,Neemuch,242,156,81,5,0,0,0,0,0,NA,NA
348,MP,Madhya Pradesh,MP_Niwari,Niwari,0,0,0,0,0,0,0,0,0,NA,NA
0,MP,Madhya Pradesh,MP_Other Region,Other Region,0,0,0,0,0,0,0,0,0,NA,NA
349,MP,Madhya Pradesh,MP_Panna,Panna,20,17,3,0,0,0,0,0,0,NA,NA
350,MP,Madhya Pradesh,MP_Raisen,Raisen,68,0,65,3,0,0,0,0,0,NA,NA
351,MP,Madhya Pradesh,MP_Rajgarh,Rajgarh,14,12,1,1,0,0,0,0,0,NA,NA
352,MP,Madhya Pradesh,MP_Ratlam,Ratlam,41,8,31,2,0,0,0,0,0,NA,NA
353,MP,Madhya Pradesh,MP_Rewa,Rewa,35,9,26,0,0,0,0,0,0,NA,NA
354,MP,Madhya Pradesh,MP_Sagar,Sagar,197,94,93,10,0,0,0,0,0,NA,NA
355,MP,Madhya Pradesh,MP_Satna,Satna,21,7,12,2,0,0,0,0,0,NA,NA
356,MP,Madhya Pradesh,MP_Sehore,Sehore,11,5,4,2,0,0,0,0,0,NA,NA
357,MP,Madhya Pradesh,MP_Seoni,Seoni,2,0,2,0,0,0,0,0,0,NA,NA
358,MP,Madhya Pradesh,MP_Shahdol,Shahdol,12,9,3,0,0,0,0,0,0,NA,NA
359,MP,Madhya Pradesh,MP_Shajapur,Shajapur,11,2,8,1,0,0,0,0,0,NA,NA
360,MP,Madhya Pradesh,MP_Sheopur,Sheopur,19,14,4,1,0,0,0,0,0,NA,NA
361,MP,Madhya Pradesh,MP_Shivpuri,Shivpuri,11,6,5,0,0,0,0,0,0,NA,NA
362,MP,Madhya Pradesh,MP_Sidhi,Sidhi,17,11,6,0,0,0,0,0,0,NA,NA
363,MP,Madhya Pradesh,MP_Singrauli,Singrauli,11,10,1,0,0,0,0,0,0,NA,NA
364,MP,Madhya Pradesh,MP_Tikamgarh,Tikamgarh,11,5,6,0,0,0,0,0,0,NA,NA
365,MP,Madhya Pradesh,MP_Ujjain,Ujjain,694,131,505,58,0,0,0,0,0,NA,NA
366,MP,Madhya Pradesh,MP_Umaria,Umaria,9,7,1,1,0,0,0,0,0,NA,NA
367,MP,Madhya Pradesh,MP_Vidisha,Vidisha,31,12,19,0,0,0,0,0,0,NA,NA
432,MZ,Mizoram,MZ_Aizawl,Aizawl,2,1,1,0,0,0,0,0,0,NA,NA
433,MZ,Mizoram,MZ_Champhai,Champhai,0,0,0,0,0,0,0,0,0,NA,NA
729,MZ,Mizoram,MZ_Hnahthial,Hnahthial,0,0,0,0,0,0,0,0,0,NA,NA
730,MZ,Mizoram,MZ_Khawzawl,Khawzawl,0,0,0,0,0,0,0,0,0,NA,NA
434,MZ,Mizoram,MZ_Kolasib,Kolasib,0,0,0,0,0,0,0,0,0,NA,NA
435,MZ,Mizoram,MZ_Lawngtlai,Lawngtlai,0,0,0,0,0,0,0,0,0,NA,NA
436,MZ,Mizoram,MZ_Lunglei,Lunglei,1,1,0,0,0,1,1,0,0,NA,NA
437,MZ,Mizoram,MZ_Mamit,Mamit,1,1,0,0,0,1,1,0,0,NA,NA
438,MZ,Mizoram,MZ_Saiha,Saiha,0,0,0,0,0,0,0,0,0,NA,NA
728,MZ,Mizoram,MZ_Saitual,Saitual,1,1,0,0,0,1,1,0,0,NA,NA
439,MZ,Mizoram,MZ_Serchhip,Serchhip,0,0,0,0,0,0,0,0,0,NA,NA
440,NL,Nagaland,NL_Dimapur,Dimapur,31,31,0,0,0,0,0,0,0,NA,NA
441,NL,Nagaland,NL_Kiphire,Kiphire,0,0,0,0,0,0,0,0,0,NA,NA
442,NL,Nagaland,NL_Kohima,Kohima,16,16,0,0,0,0,0,0,0,NA,NA
443,NL,Nagaland,NL_Longleng,Longleng,0,0,0,0,0,0,0,0,0,NA,NA
444,NL,Nagaland,NL_Mokokchung,Mokokchung,0,0,0,0,0,0,0,0,0,NA,NA
445,NL,Nagaland,NL_Mon,Mon,0,0,0,0,0,0,0,0,0,NA,NA
446,NL,Nagaland,NL_Peren,Peren,0,0,0,0,0,0,0,0,0,NA,NA
447,NL,Nagaland,NL_Phek,Phek,0,0,0,0,0,0,0,0,0,NA,NA
448,NL,Nagaland,NL_Tuensang,Tuensang,2,2,0,0,0,0,0,0,0,NA,NA
449,NL,Nagaland,NL_Wokha,Wokha,0,0,0,0,0,0,0,0,0,NA,NA
450,NL,Nagaland,NL_Zunheboto,Zunheboto,0,0,0,0,0,0,0,0,0,NA,NA
451,OR,Odisha,OR_Angul,Angul,29,5,24,0,0,0,0,0,0,NA,NA
452,OR,Odisha,OR_Balangir,Balangir,102,84,18,0,0,0,0,0,0,NA,NA
453,OR,Odisha,OR_Balasore,Balasore,178,45,132,1,0,0,0,0,0,NA,NA
454,OR,Odisha,OR_Bargarh,Bargarh,11,9,2,0,0,0,0,0,0,NA,NA
456,OR,Odisha,OR_Bhadrak,Bhadrak,123,25,98,0,0,0,0,0,0,NA,NA
455,OR,Odisha,OR_Boudh,Boudh,34,1,33,0,0,0,0,0,0,NA,NA
457,OR,Odisha,OR_Cuttack,Cuttack,126,67,58,1,0,0,0,0,0,NA,NA
458,OR,Odisha,OR_Deogarh,Deogarh,33,9,24,0,0,0,0,0,0,NA,NA
459,OR,Odisha,OR_Dhenkanal,Dhenkanal,21,18,3,0,0,0,0,0,0,NA,NA
460,OR,Odisha,OR_Gajapati,Gajapati,44,34,10,0,0,0,0,0,0,NA,NA
461,OR,Odisha,OR_Ganjam,Ganjam,499,156,340,3,0,0,0,0,0,NA,NA
462,OR,Odisha,OR_Jagatsinghpur,Jagatsinghpur,86,55,31,0,0,0,0,0,0,NA,NA
463,OR,Odisha,OR_Jajpur,Jajpur,290,50,240,0,0,0,0,0,0,NA,NA
464,OR,Odisha,OR_Jharsuguda,Jharsuguda,7,2,5,0,0,0,0,0,0,NA,NA
465,OR,Odisha,OR_Kalahandi,Kalahandi,21,6,15,0,0,0,0,0,0,NA,NA
466,OR,Odisha,OR_Kandhamal,Kandhamal,22,17,5,0,0,0,0,0,0,NA,NA
467,OR,Odisha,OR_Kendrapara,Kendrapara,161,76,85,0,0,0,0,0,0,NA,NA
468,OR,Odisha,OR_Kendujhar,Kendujhar,30,19,11,0,0,0,0,0,0,NA,NA
469,OR,Odisha,OR_Khordha,Khordha,170,92,74,4,0,0,0,0,0,NA,NA
470,OR,Odisha,OR_Koraput,Koraput,8,7,1,0,0,0,0,0,0,NA,NA
471,OR,Odisha,OR_Malkangiri,Malkangiri,21,2,19,0,0,0,0,0,0,NA,NA
472,OR,Odisha,OR_Mayurbhanj,Mayurbhanj,35,21,14,0,0,0,0,0,0,NA,NA
473,OR,Odisha,OR_Nabarangapur,Nabarangapur,2,1,1,0,0,0,0,0,0,NA,NA
474,OR,Odisha,OR_Nayagarh,Nayagarh,69,24,45,0,0,0,0,0,0,NA,NA
475,OR,Odisha,OR_Nuapada,Nuapada,60,60,0,0,0,0,0,0,0,NA,NA
476,OR,Odisha,OR_Puri,Puri,96,15,81,0,0,0,0,0,0,NA,NA
477,OR,Odisha,OR_Rayagada,Rayagada,1,1,0,0,0,0,0,0,0,NA,NA
478,OR,Odisha,OR_Sambalpur,Sambalpur,15,10,5,0,0,0,0,0,0,NA,NA
479,OR,Odisha,OR_Subarnapur,Subarnapur,25,22,3,0,0,0,0,0,0,NA,NA
480,OR,Odisha,OR_Sundargarh,Sundargarh,69,30,39,0,0,0,0,0,0,NA,NA
485,PB,Punjab,PB_Amritsar,Amritsar,389,69,313,7,0,0,0,0,0,NA,NA
486,PB,Punjab,PB_Barnala,Barnala,24,2,21,1,0,0,0,0,0,NA,NA
487,PB,Punjab,PB_Bathinda,Bathinda,50,7,43,0,0,0,0,0,0,NA,NA
488,PB,Punjab,PB_Faridkot,Faridkot,66,5,61,0,0,0,0,0,0,NA,NA
489,PB,Punjab,PB_Fatehgarh Sahib,Fatehgarh Sahib,64,7,57,0,0,0,0,0,0,NA,NA
490,PB,Punjab,PB_Fazilka,Fazilka,44,0,44,0,0,0,0,0,0,NA,NA
491,PB,Punjab,PB_Ferozepur,Ferozepur,46,2,43,1,0,0,0,0,0,NA,NA
492,PB,Punjab,PB_Gurdaspur,Gurdaspur,143,9,131,3,0,0,0,0,0,NA,NA
493,PB,Punjab,PB_Hoshiarpur,Hoshiarpur,131,10,116,5,0,0,0,0,0,NA,NA
494,PB,Punjab,PB_Jalandhar,Jalandhar,260,43,209,8,0,0,0,0,0,NA,NA
495,PB,Punjab,PB_Kapurthala,Kapurthala,38,2,33,3,0,0,0,0,0,NA,NA
496,PB,Punjab,PB_Ludhiana,Ludhiana,201,41,151,9,0,0,0,0,0,NA,NA
497,PB,Punjab,PB_Mansa,Mansa,32,0,32,0,0,0,0,0,0,NA,NA
498,PB,Punjab,PB_Moga,Moga,64,5,59,0,0,0,0,0,0,NA,NA
499,PB,Punjab,PB_Pathankot,Pathankot,76,32,41,3,0,0,0,0,0,NA,NA
500,PB,Punjab,PB_Patiala,Patiala,125,17,106,2,0,0,0,0,0,NA,NA
501,PB,Punjab,PB_Rupnagar,Rupnagar,70,10,59,1,0,0,0,0,0,NA,NA
502,PB,Punjab,PB_S.A.S. Nagar,S.A.S. Nagar,120,17,100,3,0,0,0,0,0,NA,NA
503,PB,Punjab,PB_Sangrur,Sangrur,102,11,91,0,0,0,0,0,0,NA,NA
504,PB,Punjab,PB_Shahid Bhagat Singh Nagar,Shahid Bhagat Singh Nagar,106,5,100,1,0,0,0,0,0,NA,NA
505,PB,Punjab,PB_Sri Muktsar Sahib,Sri Muktsar Sahib,68,2,66,0,0,0,0,0,0,NA,NA
506,PB,Punjab,PB_Tarn Taran,Tarn Taran,157,4,153,0,0,0,0,0,0,NA,NA
481,PY,Puducherry,PY_Karaikal,Karaikal,2,0,2,0,0,0,0,0,0,NA,NA
482,PY,Puducherry,PY_Mahe,Mahe,4,0,4,0,0,0,0,0,0,NA,NA
483,PY,Puducherry,PY_Puducherry,Puducherry,76,52,24,0,0,0,0,0,0,NA,NA
484,PY,Puducherry,PY_Yanam,Yanam,0,0,0,0,0,0,0,0,0,NA,NA
507,RJ,Rajasthan,RJ_Ajmer,Ajmer,356,50,299,7,0,0,0,0,0,NA,NA
508,RJ,Rajasthan,RJ_Alwar,Alwar,82,28,52,2,0,0,0,0,0,NA,NA
509,RJ,Rajasthan,RJ_Banswara,Banswara,85,0,83,2,0,0,0,0,0,NA,NA
510,RJ,Rajasthan,RJ_Baran,Baran,45,37,6,2,0,0,0,0,0,NA,NA
511,RJ,Rajasthan,RJ_Barmer,Barmer,102,26,76,0,0,0,0,0,0,NA,NA
512,RJ,Rajasthan,RJ_Bharatpur,Bharatpur,455,316,134,5,0,0,0,0,0,NA,NA
513,RJ,Rajasthan,RJ_Bhilwara,Bhilwara,155,50,103,2,0,0,0,0,0,NA,NA
514,RJ,Rajasthan,RJ_Bikaner,Bikaner,108,35,69,4,0,0,0,0,0,NA,NA
0,RJ,Rajasthan,RJ_BSF Camp,BSF Camp,50,0,50,0,0,0,0,0,0,NA,NA
515,RJ,Rajasthan,RJ_Bundi,Bundi,2,2,0,0,0,0,0,0,0,NA,NA
