SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
280,KA,Karnataka,KA_Dakshina Kannada,Dakshina Kannada,28,13,10,5,0,-3,2,1,"",""
281,KA,Karnataka,KA_Davanagere,Davanagere,88,82,2,4,3,3,0,0,"",""
282,KA,Karnataka,KA_Dharwad,Dharwad,21,14,7,0,0,0,0,0,"",""
283,KA,Karnataka,KA_Gadag,Gadag,12,7,4,1,4,4,0,0,"",""
284,KA,Karnataka,KA_Hassan,Hassan,9,9,0,0,0,0,0,0,"",""
285,KA,Karnataka,KA_Haveri,Haveri,3,3,0,0,0,0,0,0,"",""
286,KA,Karnataka,KA_Kalaburagi,Kalaburagi,83,30,46,7,2,0,2,0,"",""
287,KA,Karnataka,KA_Kodagu,Kodagu,1,0,1,0,0,0,0,0,"",""
288,KA,Karnataka,KA_Kolar,Kolar,5,5,0,0,0,0,0,0,"",""
289,KA,Karnataka,KA_Koppal,Koppal,0,0,0,0,0,0,0,0,"",""
290,KA,Karnataka,KA_Mandya,Mandya,36,17,19,0,5,5,0,0,"",""
291,KA,Karnataka,KA_Mysuru,Mysuru,88,2,86,0,0,-2,2,0,"",""
0,KA,Karnataka,KA_Other State,Other State,22,2,19,1,0,-1,0,1,Includes Cases of other States and International Quarantined Passengers.,""
292,KA,Karnataka,KA_Raichur,Raichur,0,0,0,0,0,0,0,0,"",""
293,KA,Karnataka,KA_Ramanagara,Ramanagara,0,0,0,0,0,0,0,0,"",""
294,KA,Karnataka,KA_Shivamogga,Shivamogga,8,8,0,0,0,0,0,0,"",""
295,KA,Karnataka,KA_Tumakuru,Tumakuru,11,7,2,2,0,0,0,0,"",""
296,KA,Karnataka,KA_Udupi,Udupi,3,0,3,0,0,0,0,0,"",""
297,KA,Karnataka,KA_Uttara Kannada,Uttara Kannada,41,30,11,0,0,0,0,0,"",""
298,KA,Karnataka,KA_Vijayapura,Vijayapura,52,13,36,3,0,-1,1,0,"",""
299,KA,Karnataka,KA_Yadgir,Yadgir,2,2,0,0,0,0,0,0,"",""
300,KL,Kerala,KL_Alappuzha,Alappuzha,5,0,5,0,0,0,0,0,"",""
301,KL,Kerala,KL_Ernakulam,Ernakulam,27,3,23,1,0,0,0,0,"",""
302,KL,Kerala,KL_Idukki,Idukki,24,1,23,0,1,1,0,0,"",""
303,KL,Kerala,KL_Kannur,Kannur,119,5,113,1,2,1,1,0,"Case of Mahe native who expired in Kannur, added in tally.",""
304,KL,Kerala,KL_Kasaragod,Kasaragod,193,14,179,0,10,10,0,0,"",""
305,KL,Kerala,KL_Kollam,Kollam,20,0,20,0,0,-2,2,0,"",""
306,KL,Kerala,KL_Kottayam,Kottayam,23,2,21,0,0,0,0,0,"",""
307,KL,Kerala,KL_Kozhikode,Kozhikode,27,3,24,0,1,1,0,0,"",""
308,KL,Kerala,KL_Malappuram,Malappuram,37,13,23,1,5,5,0,0,"",""
309,KL,Kerala,KL_Palakkad,Palakkad,19,6,13,0,3,3,0,0,"",""
310,KL,Kerala,KL_Pathanamthitta,Pathanamthitta,19,2,17,0,1,1,0,0,"",""
311,KL,Kerala,KL_Thiruvananthapuram,Thiruvananthapuram,17,0,16,1,0,0,0,0,"",""
312,KL,Kerala,KL_Thrissur,Thrissur,15,2,13,0,0,0,0,0,"",""
313,KL,Kerala,KL_Wayanad,Wayanad,16,13,3,0,3,3,0,0,"",""
314,LA,Ladakh,LA_Kargil,Kargil,9,2,7,0,0,0,0,0,"",""
315,LA,Ladakh,LA_Leh,Leh,34,19,15,0,0,0,0,0,"",""
316,LD,Lakshadweep,LD_Lakshadweep,Lakshadweep,0,0,0,0,0,0,0,0,"",""
369,MH,Maharashtra,MH_Ahmednagar,Ahmednagar,70,32,35,3,6,6,0,0,"",""
370,MH,Maharashtra,MH_Akola,Akola,208,136,60,12,16,11,5,0,"",""
371,MH,Maharashtra,MH_Amravati,Amravati,92,23,56,13,3,3,0,0,"",""
372,MH,Maharashtra,MH_Aurangabad,Aurangabad,716,543,154,19,36,20,14,2,"",""
374,MH,Maharashtra,MH_Beed,Beed,1,0,1,0,0,0,0,0,"",""
373,MH,Maharashtra,MH_Bhandara,Bhandara,1,1,0,0,0,0,0,0,"",""
375,MH,Maharashtra,MH_Buldhana,Buldhana,26,2,23,1,1,1,0,0,"",""
376,MH,Maharashtra,MH_Chandrapur,Chandrapur,5,3,2,0,1,1,0,0,"",""
377,MH,Maharashtra,MH_Dhule,Dhule,71,46,19,6,0,0,0,0,"",""
378,MH,Maharashtra,MH_Gadchiroli,Gadchiroli,0,0,0,0,0,0,0,0,"",""
379,MH,Maharashtra,MH_Gondia,Gondia,1,0,1,0,0,0,0,0,"",""
380,MH,Maharashtra,MH_Hingoli,Hingoli,61,15,46,0,0,-1,1,0,"",""
381,MH,Maharashtra,MH_Jalgaon,Jalgaon,223,165,32,26,17,14,3,0,"",""
382,MH,Maharashtra,MH_Jalna,Jalna,20,19,1,0,4,4,0,0,Reconciled as per MH bulleting 24/04,""
383,MH,Maharashtra,MH_Kolhapur,Kolhapur,25,16,8,1,3,3,0,0,"",""
384,MH,Maharashtra,MH_Latur,Latur,32,16,15,1,0,-4,4,0,"",""
385,MH,Maharashtra,MH_Mumbai,Mumbai,16738,13173,2944,621,991,761,205,25,"",""
386,MH,Maharashtra,MH_Mumbai Suburban,Mumbai Suburban,0,0,0,0,0,0,0,0,"",""
387,MH,Maharashtra,MH_Nagpur,Nagpur,331,236,93,2,14,7,7,0,"",""
388,MH,Maharashtra,MH_Nanded,Nanded,57,52,1,4,0,-1,1,0,"",""
389,MH,Maharashtra,MH_Nandurbar,Nandurbar,22,10,10,2,0,-1,1,0,"",""
390,MH,Maharashtra,MH_Nashik,Nashik,807,634,139,34,56,43,13,0,"",""
391,MH,Maharashtra,MH_Osmanabad,Osmanabad,4,1,3,0,0,0,0,0,"",""
0,MH,Maharashtra,MH_Other State,Other State,41,31,0,10,0,0,0,0,Cases from other States/UTs,""
392,MH,Maharashtra,MH_Palghar,Palghar,337,206,118,13,11,11,0,0,"",""
393,MH,Maharashtra,MH_Parbhani,Parbhani,2,0,1,1,0,0,0,0,"",""
394,MH,Maharashtra,MH_Pune,Pune,3314,1762,1377,175,153,-32,180,5,"",""
395,MH,Maharashtra,MH_Raigad,Raigad,327,217,99,11,19,17,1,1,"",""
396,MH,Maharashtra,MH_Ratnagiri,Ratnagiri,83,75,5,3,23,23,0,0,"",""
397,MH,Maharashtra,MH_Sangli,Sangli,43,14,28,1,2,2,0,0,"",""
398,MH,Maharashtra,MH_Satara,Satara,125,90,33,2,0,0,0,0,"",""
399,MH,Maharashtra,MH_Sindhudurg,Sindhudurg,7,5,2,0,0,0,0,0,"",""
400,MH,Maharashtra,MH_Solapur,Solapur,344,251,72,21,24,-1,25,0,"",""
401,MH,Maharashtra,MH_Thane,Thane,3287,2621,630,36,222,159,52,11,"",""
402,MH,Maharashtra,MH_Wardha,Wardha,1,0,0,1,0,0,0,0,"",""
403,MH,Maharashtra,MH_Washim,Washim,3,2,1,0,0,0,0,0,"Conf, Rec, Death #s are in line with MH dashboard. But, they have made active cases 0.",""
404,MH,Maharashtra,MH_Yavatmal,Yavatmal,99,49,50,0,0,0,0,0,"",""
421,ML,Meghalaya,ML_East Garo Hills,East Garo Hills,0,0,0,0,0,0,0,0,"",""
422,ML,Meghalaya,ML_East Jaintia Hills,East Jaintia Hills,0,0,0,0,0,0,0,0,"",""
423,ML,Meghalaya,ML_East Khasi Hills,East Khasi Hills,13,1,11,1,0,0,0,0,"",""
424,ML,Meghalaya,ML_North Garo Hills,North Garo Hills,0,0,0,0,0,0,0,0,"",""
425,ML,Meghalaya,ML_Ribhoi,Ribhoi,0,0,0,0,0,0,0,0,"",""
426,ML,Meghalaya,ML_South Garo Hills,South Garo Hills,0,0,0,0,0,0,0,0,"",""
427,ML,Meghalaya,ML_South West Garo Hills,South West Garo Hills,0,0,0,0,0,0,0,0,"",""
428,ML,Meghalaya,ML_South West Khasi Hills,South West Khasi Hills,0,0,0,0,0,0,0,0,"",""
429,ML,Meghalaya,ML_West Garo Hills,West Garo Hills,0,0,0,0,0,0,0,0,"",""
430,ML,Meghalaya,ML_West Jaintia Hills,West Jaintia Hills,0,0,0,0,0,0,0,0,"",""
431,ML,Meghalaya,ML_West Khasi Hills,West Khasi Hills,0,0,0,0,0,0,0,0,"",""
405,MN,Manipur,MN_Bishnupur,Bishnupur,0,0,0,0,0,0,0,0,"",""
406,MN,Manipur,MN_Chandel,Chandel,0,0,0,0,0,0,0,0,"",""
407,MN,Manipur,MN_Churachandpur,Churachandpur,0,0,0,0,0,0,0,0,"",""
408,MN,Manipur,MN_Imphal East,Imphal East,2,1,1,0,1,1,0,0,"",""
409,MN,Manipur,MN_Imphal West,Imphal West,1,0,1,0,0,0,0,0,"",""
410,MN,Manipur,MN_Jiribam,Jiribam,0,0,0,0,0,0,0,0,"",""
411,MN,Manipur,MN_Kakching,Kakching,0,0,0,0,0,0,0,0,"",""
412,MN,Manipur,MN_Kamjong,Kamjong,0,0,0,0,0,0,0,0,"",""
413,MN,Manipur,MN_Kangpokpi,Kangpokpi,0,0,0,0,0,0,0,0,"",""
414,MN,Manipur,MN_Noney,Noney,0,0,0,0,0,0,0,0,"",""
415,MN,Manipur,MN_Pherzawl,Pherzawl,0,0,0,0,0,0,0,0,"",""
416,MN,Manipur,MN_Senapati,Senapati,0,0,0,0,0,0,0,0,"",""
417,MN,Manipur,MN_Tamenglong,Tamenglong,0,0,0,0,0,0,0,0,"",""
418,MN,Manipur,MN_Tengnoupal,Tengnoupal,0,0,0,0,0,0,0,0,"",""
419,MN,Manipur,MN_Thoubal,Thoubal,0,0,0,0,0,0,0,0,"",""
420,MN,Manipur,MN_Ukhrul,Ukhrul,0,0,0,0,0,0,0,0,"",""
317,MP,Madhya Pradesh,MP_Agar Malwa,Agar Malwa,13,0,12,1,0,0,0,0,"",""
318,MP,Madhya Pradesh,MP_Alirajpur,Alirajpur,3,0,3,0,0,0,0,0,"",""
319,MP,Madhya Pradesh,MP_Anuppur,Anuppur,3,3,0,0,0,0,0,0,"",""
320,MP,Madhya Pradesh,MP_Ashoknagar,Ashoknagar,2,1,0,1,0,0,0,0,"",""
321,MP,Madhya Pradesh,MP_Balaghat,Balaghat,0,0,0,0,0,0,0,0,"",""
322,MP,Madhya Pradesh,MP_Barwani,Barwani,26,0,26,0,0,0,0,0,"",""
323,MP,Madhya Pradesh,MP_Betul,Betul,1,0,1,0,0,0,0,0,"",""
324,MP,Madhya Pradesh,MP_Bhind,Bhind,10,10,0,0,1,1,0,0,"",""
325,MP,Madhya Pradesh,MP_Bhopal,Bhopal,900,356,509,35,42,21,21,0,"",""
326,MP,Madhya Pradesh,MP_Burhanpur,Burhanpur,95,73,13,9,35,32,0,3,"",""
327,MP,Madhya Pradesh,MP_Chhatarpur,Chhatarpur,0,0,0,0,0,0,0,0,"",""
328,MP,Madhya Pradesh,MP_Chhindwara,Chhindwara,5,2,2,1,0,0,0,0,"",""
329,MP,Madhya Pradesh,MP_Damoh,Damoh,0,0,0,0,0,0,0,0,"",""
330,MP,Madhya Pradesh,MP_Datia,Datia,0,0,0,0,0,0,0,0,"",""
331,MP,Madhya Pradesh,MP_Dewas,Dewas,58,36,15,7,2,2,0,0,MP bulletin dated 28 Apr reduced total cases in Dewas by 1 upon reconcilation with Indore district,""
332,MP,Madhya Pradesh,MP_Dhar,Dhar,89,18,69,2,0,-28,28,0,"State bulletin on 20th Apr reported 5 extra cases in Dhar distrct. This has been reconciled - MP Health Dept Bulletin, 22 Apr",""
333,MP,Madhya Pradesh,MP_Dindori,Dindori,2,1,1,0,0,0,0,0,"",""
335,MP,Madhya Pradesh,MP_Guna,Guna,1,1,0,0,0,0,0,0,"",""
336,MP,Madhya Pradesh,MP_Gwalior,Gwalior,31,25,5,1,0,0,0,0,"",""
337,MP,Madhya Pradesh,MP_Harda,Harda,3,0,3,0,0,0,0,0,"",""
338,MP,Madhya Pradesh,MP_Hoshangabad,Hoshangabad,37,2,32,3,0,-1,1,0,"",""
339,MP,Madhya Pradesh,MP_Indore,Indore,2238,1096,1046,96,131,58,72,1,"",""
340,MP,Madhya Pradesh,MP_Jabalpur,Jabalpur,157,84,65,8,10,-8,18,0,"",""
341,MP,Madhya Pradesh,MP_Jhabua,Jhabua,7,7,0,0,5,5,0,0,"",""
342,MP,Madhya Pradesh,MP_Katni,Katni,0,0,0,0,0,0,0,0,"",""
334,MP,Madhya Pradesh,MP_Khandwa,Khandwa,81,35,38,8,1,1,0,0,"",""
368,MP,Madhya Pradesh,MP_Khargone,Khargone,97,34,55,8,2,0,2,0,MP Bulletin dated 25/04 reduced one case in Khargone as there was a repetition,""
343,MP,Madhya Pradesh,MP_Mandla,Mandla,1,1,0,0,0,0,0,0,"",""
344,MP,Madhya Pradesh,MP_Mandsaur,Mandsaur,57,46,7,4,1,1,0,0,"",""
345,MP,Madhya Pradesh,MP_Morena,Morena,25,8,17,0,0,0,0,0,MP Bulletin dated 25/04 reduced one case in Morena as there were repetitions,""
346,MP,Madhya Pradesh,MP_Narsinghpur,Narsinghpur,0,0,0,0,0,0,0,0,"",""
347,MP,Madhya Pradesh,MP_Neemuch,Neemuch,45,40,4,1,7,2,4,1,"",""
348,MP,Madhya Pradesh,MP_Niwari,Niwari,0,0,0,0,0,0,0,0,"",""
0,MP,Madhya Pradesh,MP_Other Region,Other Region,0,0,0,0,0,0,0,0,Cases from other states,""
349,MP,Madhya Pradesh,MP_Panna,Panna,1,1,0,0,0,0,0,0,"",""
350,MP,Madhya Pradesh,MP_Raisen,Raisen,65,12,50,3,0,-8,8,0,"",""
351,MP,Madhya Pradesh,MP_Rajgarh,Rajgarh,0,0,0,0,0,0,0,0,"",""
352,MP,Madhya Pradesh,MP_Ratlam,Ratlam,28,9,19,0,0,0,0,0,"",""
353,MP,Madhya Pradesh,MP_Rewa,Rewa,7,6,1,0,4,4,0,0,"",""
354,MP,Madhya Pradesh,MP_Sagar,Sagar,14,8,5,1,4,4,0,0,"",""
355,MP,Madhya Pradesh,MP_Satna,Satna,7,6,0,1,0,0,0,0,"",""
356,MP,Madhya Pradesh,MP_Sehore,Sehore,4,3,0,1,0,0,0,0,"",""
357,MP,Madhya Pradesh,MP_Seoni,Seoni,1,1,0,0,0,0,0,0,"",""
358,MP,Madhya Pradesh,MP_Shahdol,Shahdol,3,0,3,0,0,0,0,0,"",""
359,MP,Madhya Pradesh,MP_Shajapur,Shajapur,8,1,6,1,0,0,0,0,"",""
360,MP,Madhya Pradesh,MP_Sheopur,Sheopur,4,0,4,0,0,0,0,0,"",""
361,MP,Madhya Pradesh,MP_Shivpuri,Shivpuri,3,1,2,0,0,0,0,0,"",""
362,MP,Madhya Pradesh,MP_Sidhi,Sidhi,4,4,0,0,3,3,0,0,"",""
363,MP,Madhya Pradesh,MP_Singrauli,Singrauli,0,0,0,0,0,0,0,0,"",""
364,MP,Madhya Pradesh,MP_Tikamgarh,Tikamgarh,3,0,3,0,0,-1,1,0,"",""
365,MP,Madhya Pradesh,MP_Ujjain,Ujjain,274,87,142,45,5,-7,12,0,"",""
366,MP,Madhya Pradesh,MP_Umaria,Umaria,0,0,0,0,0,0,0,0,"",""
367,MP,Madhya Pradesh,MP_Vidisha,Vidisha,13,0,13,0,0,0,0,0,"",""
432,MZ,Mizoram,MZ_Aizawl,Aizawl,1,0,1,0,0,0,0,0,"",""
433,MZ,Mizoram,MZ_Champhai,Champhai,0,0,0,0,0,0,0,0,"",""
729,MZ,Mizoram,MZ_Hnahthial,Hnahthial,0,0,0,0,0,0,0,0,"",""
730,MZ,Mizoram,MZ_Khawzawl,Khawzawl,0,0,0,0,0,0,0,0,"",""
434,MZ,Mizoram,MZ_Kolasib,Kolasib,0,0,0,0,0,0,0,0,"",""
435,MZ,Mizoram,MZ_Lawngtlai,Lawngtlai,0,0,0,0,0,0,0,0,"",""
436,MZ,Mizoram,MZ_Lunglei,Lunglei,0,0,0,0,0,0,0,0,"",""
437,MZ,Mizoram,MZ_Mamit,Mamit,0,0,0,0,0,0,0,0,"",""
438,MZ,Mizoram,MZ_Saiha,Saiha,0,0,0,0,0,0,0,0,"",""
728,MZ,Mizoram,MZ_Saitual,Saitual,0,0,0,0,0,0,0,0,"",""
439,MZ,Mizoram,MZ_Serchhip,Serchhip,0,0,0,0,0,0,0,0,"",""
440,NL,Nagaland,NL_Dimapur,Dimapur,0,0,0,0,0,0,0,0,"",""
441,NL,Nagaland,NL_Kiphire,Kiphire,0,0,0,0,0,0,0,0,"",""
442,NL,Nagaland,NL_Kohima,Kohima,0,0,0,0,0,0,0,0,"",""
443,NL,Nagaland,NL_Longleng,Longleng,0,0,0,0,0,0,0,0,"",""
444,NL,Nagaland,NL_Mokokchung,Mokokchung,0,0,0,0,0,0,0,0,"",""
445,NL,Nagaland,NL_Mon,Mon,0,0,0,0,0,0,0,0,"",""
446,NL,Nagaland,NL_Peren,Peren,0,0,0,0,0,0,0,0,"",""
447,NL,Nagaland,NL_Phek,Phek,0,0,0,0,0,0,0,0,"",""
448,NL,Nagaland,NL_Tuensang,Tuensang,0,0,0,0,0,0,0,0,"",""
449,NL,Nagaland,NL_Wokha,Wokha,0,0,0,0,0,0,0,0,"",""
450,NL,Nagaland,NL_Zunheboto,Zunheboto,0,0,0,0,0,0,0,0,"",""
451,OR,Odisha,OR_Angul,Angul,15,15,0,0,0,0,0,0,"",""
452,OR,Odisha,OR_Balangir,Balangir,2,2,0,0,0,0,0,0,"",""
453,OR,Odisha,OR_Balasore,Balasore,90,70,20,0,0,0,0,0,"",""
454,OR,Odisha,OR_Bargarh,Bargarh,0,0,0,0,0,0,0,0,"",""
456,OR,Odisha,OR_Bhadrak,Bhadrak,40,21,19,0,9,9,0,0,"",""
455,OR,Odisha,OR_Boudh,Boudh,4,4,0,0,0,0,0,0,"",""
457,OR,Odisha,OR_Cuttack,Cuttack,3,2,1,0,0,0,0,0,"",""
458,OR,Odisha,OR_Deogarh,Deogarh,1,0,1,0,0,0,0,0,"",""
459,OR,Odisha,OR_Dhenkanal,Dhenkanal,1,0,1,0,0,0,0,0,"",""
460,OR,Odisha,OR_Gajapati,Gajapati,0,0,0,0,0,0,0,0,"",""
461,OR,Odisha,OR_Ganjam,Ganjam,252,249,2,1,42,42,0,0,"",""
462,OR,Odisha,OR_Jagatsinghpur,Jagatsinghpur,5,5,0,0,0,0,0,0,"",""
463,OR,Odisha,OR_Jajpur,Jajpur,88,40,48,0,17,2,15,0,"",""
464,OR,Odisha,OR_Jharsuguda,Jharsuguda,2,0,2,0,0,0,0,0,"",""
465,OR,Odisha,OR_Kalahandi,Kalahandi,2,0,2,0,0,0,0,0,"",""
466,OR,Odisha,OR_Kandhamal,Kandhamal,0,0,0,0,0,0,0,0,"",""
467,OR,Odisha,OR_Kendrapara,Kendrapara,9,7,2,0,0,0,0,0,"",""
468,OR,Odisha,OR_Kendujhar,Kendujhar,4,3,1,0,0,0,0,0,"",""
469,OR,Odisha,OR_Khordha,Khordha,53,6,45,2,3,3,0,0,Khorda (except Bhubaneswar municipal corporation) remains in Orange zone. Bhubaneswar municipal corporation is a red zone.,""
470,OR,Odisha,OR_Koraput,Koraput,1,0,1,0,0,0,0,0,"",""
471,OR,Odisha,OR_Malkangiri,Malkangiri,0,0,0,0,0,0,0,0,"",""
472,OR,Odisha,OR_Mayurbhanj,Mayurbhanj,9,9,0,0,0,0,0,0,"",""
473,OR,Odisha,OR_Nabarangapur,Nabarangapur,0,0,0,0,0,0,0,0,"",""
474,OR,Odisha,OR_Nayagarh,Nayagarh,1,1,0,0,0,0,0,0,"",""
475,OR,Odisha,OR_Nuapada,Nuapada,0,0,0,0,0,0,0,0,"",""
476,OR,Odisha,OR_Puri,Puri,4,3,1,0,0,0,0,0,"",""
477,OR,Odisha,OR_Rayagada,Rayagada,0,0,0,0,0,0,0,0,"",""
478,OR,Odisha,OR_Sambalpur,Sambalpur,0,0,0,0,0,0,0,0,"",""
479,OR,Odisha,OR_Subarnapur,Subarnapur,0,0,0,0,0,0,0,0,"",""
480,OR,Odisha,OR_Sundargarh,Sundargarh,25,13,12,0,2,2,0,0,"",""
485,PB,Punjab,PB_Amritsar,Amritsar,298,260,34,4,0,0,0,0,"",""
486,PB,Punjab,PB_Barnala,Barnala,21,19,1,1,0,0,0,0,"",""
487,PB,Punjab,PB_Bathinda,Bathinda,40,40,0,0,0,0,0,0,"",""
488,PB,Punjab,PB_Faridkot,Faridkot,46,42,4,0,0,0,0,0,"",""
489,PB,Punjab,PB_Fatehgarh Sahib,Fatehgarh Sahib,56,54,2,0,0,0,0,0,"",""
490,PB,Punjab,PB_Fazilka,Fazilka,41,41,0,0,0,0,0,0,"",""
491,PB,Punjab,PB_Ferozepur,Ferozepur,44,42,1,1,0,0,0,0,"",""
492,PB,Punjab,PB_Gurdaspur,Gurdaspur,121,120,0,1,0,0,0,0,"",""
493,PB,Punjab,PB_Hoshiarpur,Hoshiarpur,92,82,6,4,0,0,0,0,"",""
494,PB,Punjab,PB_Jalandhar,Jalandhar,205,171,29,5,7,-2,9,0,"",""
495,PB,Punjab,PB_Kapurthala,Kapurthala,27,23,2,2,0,0,0,0,"",""
496,PB,Punjab,PB_Ludhiana,Ludhiana,151,137,8,6,3,3,0,0,"",""
497,PB,Punjab,PB_Mansa,Mansa,32,23,9,0,0,-3,3,0,"",""
498,PB,Punjab,PB_Moga,Moga,59,55,4,0,0,0,0,0,"",""
499,PB,Punjab,PB_Pathankot,Pathankot,29,14,14,1,0,-3,3,0,"",""
500,PB,Punjab,PB_Patiala,Patiala,100,70,28,2,1,-7,8,0,"",""
501,PB,Punjab,PB_Rupnagar,Rupnagar,56,53,2,1,0,0,0,0,"",""
502,PB,Punjab,PB_S.A.S. Nagar,S.A.S. Nagar,102,42,57,3,0,0,0,0,"",""
503,PB,Punjab,PB_Sangrur,Sangrur,88,85,3,0,0,0,0,0,"",""
504,PB,Punjab,PB_Shahid Bhagat Singh Nagar,Shahid Bhagat Singh Nagar,104,85,18,1,0,0,0,0,"",""
505,PB,Punjab,PB_Sri Muktsar Sahib,Sri Muktsar Sahib,65,64,1,0,0,0,0,0,"",""
506,PB,Punjab,PB_Tarn Taran,Tarn Taran,158,158,0,0,0,0,0,0,"",""
481,PY,Puducherry,PY_Karaikal,Karaikal,1,1,0,0,0,0,0,0,"",""
482,PY,Puducherry,PY_Mahe,Mahe,2,0,2,0,0,0,0,0,"",""
483,PY,Puducherry,PY_Puducherry,Puducherry,10,3,7,0,0,0,0,0,"",""
484,PY,Puducherry,PY_Yanam,Yanam,0,0,0,0,0,0,0,0,"",""
507,RJ,Rajasthan,RJ_Ajmer,Ajmer,242,127,110,5,7,5,2,0,"",""
508,RJ,Rajasthan,RJ_Alwar,Alwar,33,24,7,2,1,1,0,0,"",""
509,RJ,Rajasthan,RJ_Banswara,Banswara,68,4,63,1,0,0,0,0,"",""
510,RJ,Rajasthan,RJ_Baran,Baran,3,0,3,0,0,-2,2,0,"",""
511,RJ,Rajasthan,RJ_Barmer,Barmer,16,15,1,0,8,8,0,0,"",""
512,RJ,Rajasthan,RJ_Bharatpur,Bharatpur,121,5,114,2,0,0,0,0,"",""
513,RJ,Rajasthan,RJ_Bhilwara,Bhilwara,43,3,38,2,0,0,0,0,"",""
514,RJ,Rajasthan,RJ_Bikaner,Bikaner,40,1,37,2,0,0,0,0,"",""
0,RJ,Rajasthan,RJ_BSF Camp,BSF Camp,43,43,0,0,0,0,0,0,"",""
515,RJ,Rajasthan,RJ_Bundi,Bundi,0,0,0,0,0,0,0,0,"",""
516,RJ,Rajasthan,RJ_Chittorgarh,Chittorgarh,142,122,18,2,0,0,0,0,"",""
517,RJ,Rajasthan,RJ_Churu,Churu,31,16,14,1,4,4,0,0,"",""
518,RJ,Rajasthan,RJ_Dausa,Dausa,28,7,21,0,0,0,0,0,"",""
519,RJ,Rajasthan,RJ_Dholpur,Dholpur,24,19,5,0,0,0,0,0,"",""
520,RJ,Rajasthan,RJ_Dungarpur,Dungarpur,14,9,5,0,1,1,0,0,"",""
0,RJ,Rajasthan,RJ_Evacuees,Evacuees,61,0,61,0,0,0,0,0,Evacuees from other countries; They have been counted separatly by the state,""
521,RJ,Rajasthan,RJ_Ganganagar,Ganganagar,0,0,0,0,0,0,0,0,"",""
522,RJ,Rajasthan,RJ_Hanumangarh,Hanumangarh,12,1,11,0,0,0,0,0,"",""
0,RJ,Rajasthan,RJ_Italians,Italians,2,0,2,0,0,0,0,0,Italian tourists who were tested positive in Rajasthan,""
523,RJ,Rajasthan,RJ_Jaipur,Jaipur,1362,449,850,63,20,-1,20,1,"",""
524,RJ,Rajasthan,RJ_Jaisalmer,Jaisalmer,41,7,34,0,0,0,0,0,"",""
525,RJ,Rajasthan,RJ_Jalore,Jalore,64,63,0,1,22,22,0,0,"",""
526,RJ,Rajasthan,RJ_Jhalawar,Jhalawar,47,0,47,0,0,-2,2,0,"",""
527,RJ,Rajasthan,RJ_Jhunjhunu,Jhunjhunu,52,10,42,0,5,5,0,0,"",""
528,RJ,Rajasthan,RJ_Jodhpur,Jodhpur,955,305,634,16,36,21,15,0,"",""
529,RJ,Rajasthan,RJ_Karauli,Karauli,8,3,3,2,1,0,0,1,"",""
530,RJ,Rajasthan,RJ_Kota,Kota,270,49,210,11,1,-8,9,0,"",""
531,RJ,Rajasthan,RJ_Nagaur,Nagaur,156,38,115,3,17,15,2,0,"",""
0,RJ,Rajasthan,RJ_Other State,Other State,5,1,0,4,0,-2,0,2,"",""
532,RJ,Rajasthan,RJ_Pali,Pali,100,76,21,3,5,5,0,0,"",""
533,RJ,Rajasthan,RJ_Pratapgarh,Pratapgarh,4,0,3,1,0,0,0,0,"",""
534,RJ,Rajasthan,RJ_Rajsamand,Rajsamand,30,18,12,0,4,-6,10,0,"",""
535,RJ,Rajasthan,RJ_Sawai Madhopur,Sawai Madhopur,16,7,8,1,0,0,0,0,"",""
536,RJ,Rajasthan,RJ_Sikar,Sikar,19,14,3,2,7,7,0,0,"",""
537,RJ,Rajasthan,RJ_Sirohi,Sirohi,22,22,0,0,8,8,0,0,"",""
538,RJ,Rajasthan,RJ_Tonk,Tonk,144,9,134,1,0,-3,3,0,"",""
539,RJ,Rajasthan,RJ_Udaipur,Udaipur,316,304,12,0,59,59,0,0,"",""
540,SK,Sikkim,SK_East District,East District,0,0,0,0,0,0,0,0,"",""
541,SK,Sikkim,SK_North District,North District,0,0,0,0,0,0,0,0,"",""
542,SK,Sikkim,SK_South District,South District,0,0,0,0,0,0,0,0,"",""
543,SK,Sikkim,SK_West District,West District,0,0,0,0,0,0,0,0,"",""
0,TG,Telangana,TG_Other State,Other State,37,37,0,0,2,2,0,0,"","""""Migrants"""" category mentioned in TG bulletin added to this header"
576,TG,Telangana,TG_Adilabad,Adilabad,21,6,15,0,0,0,0,0,"",""
577,TG,Telangana,TG_Bhadradri Kothagudem,Bhadradri Kothagudem,4,0,4,0,0,0,0,0,"",""
578,TG,Telangana,TG_Hyderabad,Hyderabad,867,544,300,23,40,40,0,0,"",""
579,TG,Telangana,TG_Jagtial,Jagtial,4,2,2,0,0,0,0,0,"",""
580,TG,Telangana,TG_Jangaon,Jangaon,3,2,1,0,0,0,0,0,"",""
581,TG,Telangana,TG_Jayashankar Bhupalapally,Jayashankar Bhupalapally,3,3,0,0,0,0,0,0,"",""
582,TG,Telangana,TG_Jogulamba Gadwal,Jogulamba Gadwal,45,19,25,1,0,0,0,0,"",""
583,TG,Telangana,TG_Kamareddy,Kamareddy,12,4,8,0,0,0,0,0,"",""
