SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
232,JK,Jammu and Kashmir,JK_Kishtwar,Kishtwar,17,13,4,0,0,0,0,0,0,NA,NA
233,JK,Jammu and Kashmir,JK_Kulgam,Kulgam,364,309,51,4,0,0,0,0,0,NA,NA
234,JK,Jammu and Kashmir,JK_Kupwara,Kupwara,331,248,82,1,0,0,0,0,0,NA,NA
235,JK,Jammu and Kashmir,JK_Mirpur,Mirpur,0,0,0,0,0,0,0,0,0,NA,NA
236,JK,Jammu and Kashmir,JK_Muzaffarabad,Muzaffarabad,0,0,0,0,0,0,0,0,0,NA,NA
237,JK,Jammu and Kashmir,JK_Pulwama,Pulwama,121,108,13,0,0,0,0,0,0,NA,NA
238,JK,Jammu and Kashmir,JK_Punch,Punch,65,63,2,0,0,0,0,0,0,NA,NA
239,JK,Jammu and Kashmir,JK_Rajouri,Rajouri,48,43,5,0,0,0,0,0,0,NA,NA
240,JK,Jammu and Kashmir,JK_Ramban,Ramban,164,148,16,0,0,0,0,0,0,NA,NA
241,JK,Jammu and Kashmir,JK_Reasi,Reasi,18,15,3,0,0,0,0,0,0,NA,NA
242,JK,Jammu and Kashmir,JK_Samba,Samba,55,34,21,0,0,0,0,0,0,NA,NA
243,JK,Jammu and Kashmir,JK_Shopiyan,Shopiyan,282,146,133,3,0,0,0,0,0,NA,NA
244,JK,Jammu and Kashmir,JK_Srinagar,Srinagar,366,214,143,9,0,0,0,0,0,NA,NA
245,JK,Jammu and Kashmir,JK_Udhampur,Udhampur,123,93,29,1,0,0,0,0,0,NA,NA
270,KA,Karnataka,KA_Bagalkote,Bagalkote,91,19,71,1,0,0,0,0,0,NA,NA
271,KA,Karnataka,KA_Ballari,Ballari,54,18,35,1,0,0,0,0,0,NA,NA
272,KA,Karnataka,KA_Belagavi,Belagavi,258,133,124,1,0,0,0,0,0,NA,NA
274,KA,Karnataka,KA_Bengaluru Rural,Bengaluru Rural,31,19,11,1,0,0,0,0,0,NA,NA
273,KA,Karnataka,KA_Bengaluru Urban,Bengaluru Urban,434,150,271,13,0,0,0,0,0,NA,NA
275,KA,Karnataka,KA_Bidar,Bidar,214,168,41,5,0,0,0,0,0,NA,NA
276,KA,Karnataka,KA_Chamarajanagara,Chamarajanagara,0,0,0,0,0,0,0,0,0,NA,NA
277,KA,Karnataka,KA_Chikkaballapura,Chikkaballapura,148,90,55,3,0,0,0,0,0,NA,NA
278,KA,Karnataka,KA_Chikkamagaluru,Chikkamagaluru,18,2,16,0,0,0,0,0,0,NA,NA
279,KA,Karnataka,KA_Chitradurga,Chitradurga,40,28,12,0,0,0,0,0,0,NA,NA
280,KA,Karnataka,KA_Dakshina Kannada,Dakshina Kannada,143,80,57,6,0,0,0,0,0,NA,NA
281,KA,Karnataka,KA_Davanagere,Davanagere,180,27,147,6,0,0,0,0,0,NA,NA
282,KA,Karnataka,KA_Dharwad,Dharwad,54,26,28,0,0,0,0,0,0,NA,NA
283,KA,Karnataka,KA_Gadag,Gadag,37,9,26,2,0,0,0,0,0,NA,NA
284,KA,Karnataka,KA_Hassan,Hassan,200,111,89,0,0,0,0,0,0,NA,NA
285,KA,Karnataka,KA_Haveri,Haveri,19,16,3,0,0,0,0,0,0,NA,NA
286,KA,Karnataka,KA_Kalaburagi,Kalaburagi,552,416,129,7,0,0,0,0,0,NA,NA
287,KA,Karnataka,KA_Kodagu,Kodagu,3,2,1,0,0,0,0,0,0,NA,NA
288,KA,Karnataka,KA_Kolar,Kolar,29,20,9,0,0,0,0,0,0,NA,NA
289,KA,Karnataka,KA_Koppal,Koppal,4,1,3,0,0,0,0,0,0,NA,NA
290,KA,Karnataka,KA_Mandya,Mandya,330,184,146,0,0,0,0,0,0,NA,NA
291,KA,Karnataka,KA_Mysuru,Mysuru,97,6,91,0,0,0,0,0,0,NA,NA
0,KA,Karnataka,KA_Other State,Other State,34,8,25,1,0,0,0,0,0,NA,NA
292,KA,Karnataka,KA_Raichur,Raichur,356,318,37,1,0,0,0,0,0,NA,NA
293,KA,Karnataka,KA_Ramanagara,Ramanagara,4,4,0,0,0,0,0,0,0,NA,NA
294,KA,Karnataka,KA_Shivamogga,Shivamogga,53,25,28,0,0,0,0,0,0,NA,NA
295,KA,Karnataka,KA_Tumakuru,Tumakuru,32,15,15,2,0,0,0,0,0,NA,NA
296,KA,Karnataka,KA_Udupi,Udupi,768,685,82,1,0,0,0,0,0,NA,NA
297,KA,Karnataka,KA_Uttara Kannada,Uttara Kannada,92,43,49,0,0,0,0,0,0,NA,NA
298,KA,Karnataka,KA_Vijayapura,Vijayapura,187,117,65,5,0,0,0,0,0,NA,NA
299,KA,Karnataka,KA_Yadgir,Yadgir,373,345,27,1,0,0,0,0,0,NA,NA
0,KL,Kerala,KL_Other State,Other State,2,2,0,0,0,0,0,0,0,NA,NA
300,KL,Kerala,KL_Alappuzha,Alappuzha,79,66,12,1,0,0,0,0,0,NA,NA
301,KL,Kerala,KL_Ernakulam,Ernakulam,73,40,32,1,0,0,0,0,0,NA,NA
302,KL,Kerala,KL_Idukki,Idukki,45,21,24,0,0,0,0,0,0,NA,NA
303,KL,Kerala,KL_Kannur,Kannur,247,110,135,2,0,0,0,0,0,NA,NA
304,KL,Kerala,KL_Kasaragod,Kasaragod,316,104,212,0,0,0,0,0,0,NA,NA
305,KL,Kerala,KL_Kollam,Kollam,91,65,25,1,0,0,0,0,0,NA,NA
306,KL,Kerala,KL_Kottayam,Kottayam,65,26,38,1,0,0,0,0,0,NA,NA
307,KL,Kerala,KL_Kozhikode,Kozhikode,92,47,44,1,0,0,0,0,0,NA,NA
308,KL,Kerala,KL_Malappuram,Malappuram,164,104,58,2,0,0,0,0,0,NA,NA
309,KL,Kerala,KL_Palakkad,Palakkad,214,183,30,1,0,0,0,0,0,NA,NA
310,KL,Kerala,KL_Pathanamthitta,Pathanamthitta,80,58,22,0,0,0,0,0,0,NA,NA
311,KL,Kerala,KL_Thiruvananthapuram,Thiruvananthapuram,95,61,31,3,0,0,0,0,0,NA,NA
312,KL,Kerala,KL_Thrissur,Thrissur,95,68,26,1,0,0,0,0,0,NA,NA
313,KL,Kerala,KL_Wayanad,Wayanad,42,18,23,1,0,0,0,0,0,NA,NA
314,LA,Ladakh,LA_Kargil,Kargil,51,38,13,0,0,0,0,0,0,NA,NA
315,LA,Ladakh,LA_Leh,Leh,46,10,35,1,0,0,0,0,0,NA,NA
316,LD,Lakshadweep,LD_Lakshadweep,Lakshadweep,0,0,0,0,0,0,0,0,0,NA,NA
369,MH,Maharashtra,MH_Ahmednagar,Ahmednagar,188,104,76,8,0,0,0,0,0,NA,NA
370,MH,Maharashtra,MH_Akola,Akola,727,289,405,33,0,0,0,0,0,NA,NA
371,MH,Maharashtra,MH_Amravati,Amravati,275,95,164,16,0,0,0,0,0,NA,NA
372,MH,Maharashtra,MH_Aurangabad,Aurangabad,1781,543,1148,90,0,0,0,0,0,NA,NA
374,MH,Maharashtra,MH_Beed,Beed,51,12,38,1,0,0,0,0,0,NA,NA
373,MH,Maharashtra,MH_Bhandara,Bhandara,38,24,14,0,0,0,0,0,0,NA,NA
375,MH,Maharashtra,MH_Buldhana,Buldhana,82,31,48,3,0,0,0,0,0,NA,NA
376,MH,Maharashtra,MH_Chandrapur,Chandrapur,30,5,25,0,0,0,0,0,0,NA,NA
377,MH,Maharashtra,MH_Dhule,Dhule,195,72,102,21,0,0,0,0,0,NA,NA
378,MH,Maharashtra,MH_Gadchiroli,Gadchiroli,41,16,25,0,0,0,0,0,0,NA,NA
379,MH,Maharashtra,MH_Gondia,Gondia,68,18,50,0,0,0,0,0,0,NA,NA
380,MH,Maharashtra,MH_Hingoli,Hingoli,205,59,146,0,0,0,0,0,0,NA,NA
381,MH,Maharashtra,MH_Jalgaon,Jalgaon,896,413,374,109,0,0,0,0,0,NA,NA
382,MH,Maharashtra,MH_Jalna,Jalna,170,89,78,3,0,0,0,0,0,NA,NA
383,MH,Maharashtra,MH_Kolhapur,Kolhapur,630,321,303,6,0,0,0,0,0,NA,NA
384,MH,Maharashtra,MH_Latur,Latur,132,45,83,4,0,0,0,0,0,NA,NA
385,MH,Maharashtra,MH_Mumbai,Mumbai,46080,25783,18778,1519,0,0,0,0,0,NA,NA
386,MH,Maharashtra,MH_Mumbai Suburban,Mumbai Suburban,0,0,0,0,0,0,0,0,0,NA,NA
387,MH,Maharashtra,MH_Nagpur,Nagpur,681,259,411,11,0,0,0,0,0,NA,NA
388,MH,Maharashtra,MH_Nanded,Nanded,162,53,102,7,0,0,0,0,0,NA,NA
389,MH,Maharashtra,MH_Nandurbar,Nandurbar,40,8,28,4,0,0,0,0,0,NA,NA
390,MH,Maharashtra,MH_Nashik,Nashik,1367,308,978,81,0,0,0,0,0,NA,NA
391,MH,Maharashtra,MH_Osmanabad,Osmanabad,106,50,53,3,0,0,0,0,0,NA,NA
0,MH,Maharashtra,MH_Other State,Other State,65,47,0,18,0,0,0,0,0,NA,NA
392,MH,Maharashtra,MH_Palghar,Palghar,1285,780,468,37,0,0,0,0,0,NA,NA
393,MH,Maharashtra,MH_Parbhani,Parbhani,77,29,45,3,0,0,0,0,0,NA,NA
394,MH,Maharashtra,MH_Pune,Pune,9051,3768,4893,390,0,0,0,0,0,NA,NA
395,MH,Maharashtra,MH_Raigad,Raigad,1362,603,704,55,0,0,0,0,0,NA,NA
396,MH,Maharashtra,MH_Ratnagiri,Ratnagiri,344,205,129,10,0,0,0,0,0,NA,NA
397,MH,Maharashtra,MH_Sangli,Sangli,136,53,79,4,0,0,0,0,0,NA,NA
398,MH,Maharashtra,MH_Satara,Satara,587,315,250,22,0,0,0,0,0,NA,NA
399,MH,Maharashtra,MH_Sindhudurg,Sindhudurg,105,88,17,0,0,0,0,0,0,NA,NA
400,MH,Maharashtra,MH_Solapur,Solapur,1217,551,572,94,0,0,0,0,0,NA,NA
401,MH,Maharashtra,MH_Thane,Thane,11877,7140,4445,292,0,0,0,0,0,NA,NA
402,MH,Maharashtra,MH_Wardha,Wardha,9,2,6,1,0,0,0,0,0,NA,NA
403,MH,Maharashtra,MH_Washim,Washim,9,1,6,2,0,0,0,0,0,NA,NA
404,MH,Maharashtra,MH_Yavatmal,Yavatmal,160,54,104,2,0,0,0,0,0,NA,NA
421,ML,Meghalaya,ML_East Garo Hills,East Garo Hills,0,0,0,0,0,0,0,0,0,NA,NA
422,ML,Meghalaya,ML_East Jaintia Hills,East Jaintia Hills,0,0,0,0,0,0,0,0,0,NA,NA
423,ML,Meghalaya,ML_East Khasi Hills,East Khasi Hills,16,2,13,1,0,0,0,0,0,NA,NA
424,ML,Meghalaya,ML_North Garo Hills,North Garo Hills,1,1,0,0,0,0,0,0,0,NA,NA
425,ML,Meghalaya,ML_Ribhoi,Ribhoi,0,0,0,0,0,0,0,0,0,NA,NA
426,ML,Meghalaya,ML_South Garo Hills,South Garo Hills,0,0,0,0,0,0,0,0,0,NA,NA
427,ML,Meghalaya,ML_South West Garo Hills,South West Garo Hills,4,4,0,0,0,0,0,0,0,NA,NA
428,ML,Meghalaya,ML_South West Khasi Hills,South West Khasi Hills,0,0,0,0,0,0,0,0,0,NA,NA
429,ML,Meghalaya,ML_West Garo Hills,West Garo Hills,5,5,0,0,0,0,0,0,0,NA,NA
430,ML,Meghalaya,ML_West Jaintia Hills,West Jaintia Hills,1,1,0,0,0,0,0,0,0,NA,NA
431,ML,Meghalaya,ML_West Khasi Hills,West Khasi Hills,1,1,0,0,0,0,0,0,0,NA,NA
405,MN,Manipur,MN_Bishnupur,Bishnupur,4,3,1,0,0,0,-1,1,0,NA,NA
406,MN,Manipur,MN_Chandel,Chandel,2,2,0,0,0,0,0,0,0,NA,NA
407,MN,Manipur,MN_Churachandpur,Churachandpur,29,26,3,0,0,8,8,0,0,NA,NA
408,MN,Manipur,MN_Imphal East,Imphal East,10,-2,12,0,0,0,0,0,0,NA,NA
409,MN,Manipur,MN_Imphal West,Imphal West,26,21,5,0,0,0,-4,4,0,NA,NA
410,MN,Manipur,MN_Jiribam,Jiribam,0,0,0,0,0,0,0,0,0,NA,NA
411,MN,Manipur,MN_Kakching,Kakching,2,2,0,0,0,0,0,0,0,NA,NA
412,MN,Manipur,MN_Kamjong,Kamjong,2,0,2,0,0,0,0,0,0,NA,NA
413,MN,Manipur,MN_Kangpokpi,Kangpokpi,5,5,0,0,0,0,0,0,0,NA,NA
414,MN,Manipur,MN_Noney,Noney,3,2,1,0,0,0,-1,1,0,NA,NA
415,MN,Manipur,MN_Pherzawl,Pherzawl,3,3,0,0,0,3,3,0,0,NA,NA
416,MN,Manipur,MN_Senapati,Senapati,5,5,0,0,0,0,0,0,0,NA,NA
417,MN,Manipur,MN_Tamenglong,Tamenglong,5,4,1,0,0,0,-1,1,0,NA,NA
418,MN,Manipur,MN_Tengnoupal,Tengnoupal,7,7,0,0,0,0,0,0,0,NA,NA
419,MN,Manipur,MN_Thoubal,Thoubal,4,0,4,0,0,0,-2,2,0,NA,NA
420,MN,Manipur,MN_Ukhrul,Ukhrul,5,3,2,0,0,0,-2,2,0,NA,NA
317,MP,Madhya Pradesh,MP_Agar Malwa,Agar Malwa,14,1,12,1,0,0,0,0,0,NA,NA
318,MP,Madhya Pradesh,MP_Alirajpur,Alirajpur,3,0,3,0,0,0,0,0,0,NA,NA
319,MP,Madhya Pradesh,MP_Anuppur,Anuppur,21,18,3,0,0,0,0,0,0,NA,NA
320,MP,Madhya Pradesh,MP_Ashoknagar,Ashoknagar,13,1,11,1,0,0,0,0,0,NA,NA
321,MP,Madhya Pradesh,MP_Balaghat,Balaghat,7,5,2,0,0,0,0,0,0,NA,NA
322,MP,Madhya Pradesh,MP_Barwani,Barwani,54,12,41,1,0,0,0,0,0,NA,NA
323,MP,Madhya Pradesh,MP_Betul,Betul,35,30,5,0,0,0,0,0,0,NA,NA
324,MP,Madhya Pradesh,MP_Bhind,Bhind,70,37,33,0,0,0,0,0,0,NA,NA
325,MP,Madhya Pradesh,MP_Bhopal,Bhopal,1682,464,1157,61,0,0,0,0,0,NA,NA
326,MP,Madhya Pradesh,MP_Burhanpur,Burhanpur,316,35,265,16,0,0,0,0,0,NA,NA
327,MP,Madhya Pradesh,MP_Chhatarpur,Chhatarpur,29,12,17,0,0,0,0,0,0,NA,NA
328,MP,Madhya Pradesh,MP_Chhindwara,Chhindwara,16,11,4,1,0,0,0,0,0,NA,NA
329,MP,Madhya Pradesh,MP_Damoh,Damoh,26,10,16,0,0,0,0,0,0,NA,NA
330,MP,Madhya Pradesh,MP_Datia,Datia,11,4,6,1,0,0,0,0,0,NA,NA
331,MP,Madhya Pradesh,MP_Dewas,Dewas,114,33,72,9,0,0,0,0,0,NA,NA
332,MP,Madhya Pradesh,MP_Dhar,Dhar,126,13,110,3,0,0,0,0,0,NA,NA
333,MP,Madhya Pradesh,MP_Dindori,Dindori,29,24,5,0,0,0,0,0,0,NA,NA
335,MP,Madhya Pradesh,MP_Guna,Guna,4,3,1,0,0,0,0,0,0,NA,NA
336,MP,Madhya Pradesh,MP_Gwalior,Gwalior,176,69,105,2,0,0,0,0,0,NA,NA
337,MP,Madhya Pradesh,MP_Harda,Harda,3,0,3,0,0,0,0,0,0,NA,NA
338,MP,Madhya Pradesh,MP_Hoshangabad,Hoshangabad,37,0,34,3,0,0,0,0,0,NA,NA
339,MP,Madhya Pradesh,MP_Indore,Indore,3687,1295,2243,149,0,0,0,0,0,NA,NA
340,MP,Madhya Pradesh,MP_Jabalpur,Jabalpur,267,60,197,10,0,0,0,0,0,NA,NA
341,MP,Madhya Pradesh,MP_Jhabua,Jhabua,13,3,9,1,0,0,0,0,0,NA,NA
342,MP,Madhya Pradesh,MP_Katni,Katni,3,3,0,0,0,0,0,0,0,NA,NA
334,MP,Madhya Pradesh,MP_Khandwa,Khandwa,258,27,216,15,0,0,0,0,0,NA,NA
368,MP,Madhya Pradesh,MP_Khargone,Khargone,181,61,108,12,0,0,0,0,0,NA,NA
343,MP,Madhya Pradesh,MP_Mandla,Mandla,5,3,1,1,0,0,0,0,0,NA,NA
344,MP,Madhya Pradesh,MP_Mandsaur,Mandsaur,93,4,81,8,0,0,0,0,0,NA,NA
345,MP,Madhya Pradesh,MP_Morena,Morena,106,18,87,1,0,0,0,0,0,NA,NA
346,MP,Madhya Pradesh,MP_Narsinghpur,Narsinghpur,17,14,3,0,0,0,0,0,0,NA,NA
347,MP,Madhya Pradesh,MP_Neemuch,Neemuch,290,147,138,5,0,0,0,0,0,NA,NA
348,MP,Madhya Pradesh,MP_Niwari,Niwari,0,0,0,0,0,0,0,0,0,NA,NA
0,MP,Madhya Pradesh,MP_Other Region,Other Region,0,0,0,0,0,0,0,0,0,NA,NA
349,MP,Madhya Pradesh,MP_Panna,Panna,20,16,4,0,0,0,0,0,0,NA,NA
350,MP,Madhya Pradesh,MP_Raisen,Raisen,69,1,65,3,0,0,0,0,0,NA,NA
351,MP,Madhya Pradesh,MP_Rajgarh,Rajgarh,14,12,1,1,0,0,0,0,0,NA,NA
352,MP,Madhya Pradesh,MP_Ratlam,Ratlam,44,11,31,2,0,0,0,0,0,NA,NA
353,MP,Madhya Pradesh,MP_Rewa,Rewa,35,8,27,0,0,0,0,0,0,NA,NA
354,MP,Madhya Pradesh,MP_Sagar,Sagar,216,66,140,10,0,0,0,0,0,NA,NA
355,MP,Madhya Pradesh,MP_Satna,Satna,22,2,18,2,0,0,0,0,0,NA,NA
356,MP,Madhya Pradesh,MP_Sehore,Sehore,11,5,4,2,0,0,0,0,0,NA,NA
357,MP,Madhya Pradesh,MP_Seoni,Seoni,2,0,2,0,0,0,0,0,0,NA,NA
358,MP,Madhya Pradesh,MP_Shahdol,Shahdol,12,6,6,0,0,0,0,0,0,NA,NA
359,MP,Madhya Pradesh,MP_Shajapur,Shajapur,11,2,8,1,0,0,0,0,0,NA,NA
360,MP,Madhya Pradesh,MP_Sheopur,Sheopur,23,17,5,1,0,0,0,0,0,NA,NA
361,MP,Madhya Pradesh,MP_Shivpuri,Shivpuri,15,9,6,0,0,0,0,0,0,NA,NA
362,MP,Madhya Pradesh,MP_Sidhi,Sidhi,17,11,6,0,0,0,0,0,0,NA,NA
363,MP,Madhya Pradesh,MP_Singrauli,Singrauli,11,10,1,0,0,0,0,0,0,NA,NA
364,MP,Madhya Pradesh,MP_Tikamgarh,Tikamgarh,15,8,6,1,0,0,0,0,0,NA,NA
365,MP,Madhya Pradesh,MP_Ujjain,Ujjain,707,110,538,59,0,0,0,0,0,NA,NA
366,MP,Madhya Pradesh,MP_Umaria,Umaria,10,7,2,1,0,0,0,0,0,NA,NA
367,MP,Madhya Pradesh,MP_Vidisha,Vidisha,36,16,20,0,0,0,0,0,0,NA,NA
432,MZ,Mizoram,MZ_Aizawl,Aizawl,20,19,1,0,0,2,2,0,0,NA,NA
433,MZ,Mizoram,MZ_Champhai,Champhai,0,0,0,0,0,0,0,0,0,NA,NA
729,MZ,Mizoram,MZ_Hnahthial,Hnahthial,0,0,0,0,0,0,0,0,0,NA,NA
730,MZ,Mizoram,MZ_Khawzawl,Khawzawl,0,0,0,0,0,0,0,0,0,NA,NA
434,MZ,Mizoram,MZ_Kolasib,Kolasib,0,0,0,0,0,0,0,0,0,NA,NA
435,MZ,Mizoram,MZ_Lawngtlai,Lawngtlai,0,0,0,0,0,0,0,0,0,NA,NA
436,MZ,Mizoram,MZ_Lunglei,Lunglei,2,2,0,0,0,0,0,0,0,NA,NA
437,MZ,Mizoram,MZ_Mamit,Mamit,1,1,0,0,0,0,0,0,0,NA,NA
438,MZ,Mizoram,MZ_Saiha,Saiha,0,0,0,0,0,0,0,0,0,NA,NA
728,MZ,Mizoram,MZ_Saitual,Saitual,1,1,0,0,0,0,0,0,0,NA,NA
439,MZ,Mizoram,MZ_Serchhip,Serchhip,0,0,0,0,0,0,0,0,0,NA,NA
440,NL,Nagaland,NL_Dimapur,Dimapur,57,57,0,0,0,0,0,0,0,NA,NA
441,NL,Nagaland,NL_Kiphire,Kiphire,0,0,0,0,0,0,0,0,0,NA,NA
442,NL,Nagaland,NL_Kohima,Kohima,17,17,0,0,0,0,0,0,0,NA,NA
443,NL,Nagaland,NL_Longleng,Longleng,0,0,0,0,0,0,0,0,0,NA,NA
444,NL,Nagaland,NL_Mokokchung,Mokokchung,0,0,0,0,0,0,0,0,0,NA,NA
445,NL,Nagaland,NL_Mon,Mon,0,0,0,0,0,0,0,0,0,NA,NA
446,NL,Nagaland,NL_Peren,Peren,1,1,0,0,0,0,0,0,0,NA,NA
447,NL,Nagaland,NL_Phek,Phek,0,0,0,0,0,0,0,0,0,NA,NA
448,NL,Nagaland,NL_Tuensang,Tuensang,5,5,0,0,0,0,0,0,0,NA,NA
449,NL,Nagaland,NL_Wokha,Wokha,0,0,0,0,0,0,0,0,0,NA,NA
450,NL,Nagaland,NL_Zunheboto,Zunheboto,0,0,0,0,0,0,0,0,0,NA,NA
451,OR,Odisha,OR_Angul,Angul,31,6,25,0,0,0,0,0,0,NA,NA
452,OR,Odisha,OR_Balangir,Balangir,116,62,54,0,0,11,-5,16,0,NA,NA
453,OR,Odisha,OR_Balasore,Balasore,190,49,140,1,0,11,8,3,0,NA,NA
454,OR,Odisha,OR_Bargarh,Bargarh,16,14,2,0,0,0,0,0,0,NA,NA
456,OR,Odisha,OR_Bhadrak,Bhadrak,140,34,106,0,0,4,4,0,0,NA,NA
455,OR,Odisha,OR_Boudh,Boudh,34,1,33,0,0,0,0,0,0,NA,NA
457,OR,Odisha,OR_Cuttack,Cuttack,167,82,84,1,0,13,9,4,0,NA,NA
458,OR,Odisha,OR_Deogarh,Deogarh,33,9,24,0,0,0,0,0,0,NA,NA
459,OR,Odisha,OR_Dhenkanal,Dhenkanal,33,27,6,0,0,0,0,0,0,NA,NA
460,OR,Odisha,OR_Gajapati,Gajapati,61,51,10,0,0,10,10,0,0,NA,NA
461,OR,Odisha,OR_Ganjam,Ganjam,597,198,396,3,0,64,57,7,0,NA,NA
462,OR,Odisha,OR_Jagatsinghpur,Jagatsinghpur,87,38,49,0,0,0,-8,8,0,NA,NA
463,OR,Odisha,OR_Jajpur,Jajpur,312,59,253,0,0,19,8,11,0,NA,NA
464,OR,Odisha,OR_Jharsuguda,Jharsuguda,8,2,6,0,0,1,1,0,0,NA,NA
465,OR,Odisha,OR_Kalahandi,Kalahandi,27,12,15,0,0,2,2,0,0,NA,NA
466,OR,Odisha,OR_Kandhamal,Kandhamal,25,12,13,0,0,0,0,0,0,NA,NA
467,OR,Odisha,OR_Kendrapara,Kendrapara,163,31,132,0,0,0,-33,33,0,NA,NA
468,OR,Odisha,OR_Kendujhar,Kendujhar,32,14,18,0,0,0,0,0,0,NA,NA
469,OR,Odisha,OR_Khordha,Khordha,226,127,94,5,0,9,2,7,0,NA,NA
470,OR,Odisha,OR_Koraput,Koraput,14,7,7,0,0,0,0,0,0,NA,NA
471,OR,Odisha,OR_Malkangiri,Malkangiri,21,2,19,0,0,0,0,0,0,NA,NA
472,OR,Odisha,OR_Mayurbhanj,Mayurbhanj,70,54,16,0,0,13,12,1,0,NA,NA
473,OR,Odisha,OR_Nabarangapur,Nabarangapur,2,1,1,0,0,0,0,0,0,NA,NA
474,OR,Odisha,OR_Nayagarh,Nayagarh,83,33,50,0,0,7,5,2,0,NA,NA
475,OR,Odisha,OR_Nuapada,Nuapada,68,54,14,0,0,8,8,0,0,NA,NA
476,OR,Odisha,OR_Puri,Puri,100,16,84,0,0,1,-2,3,0,NA,NA
477,OR,Odisha,OR_Rayagada,Rayagada,2,2,0,0,0,0,0,0,0,NA,NA
478,OR,Odisha,OR_Sambalpur,Sambalpur,16,8,8,0,0,0,-3,3,0,NA,NA
479,OR,Odisha,OR_Subarnapur,Subarnapur,26,19,7,0,0,0,-4,4,0,NA,NA
480,OR,Odisha,OR_Sundargarh,Sundargarh,81,31,50,0,0,0,-10,10,0,NA,NA
485,PB,Punjab,PB_Amritsar,Amritsar,408,74,327,7,0,0,0,0,0,NA,NA
486,PB,Punjab,PB_Barnala,Barnala,24,2,21,1,0,0,0,0,0,NA,NA
487,PB,Punjab,PB_Bathinda,Bathinda,54,9,45,0,0,0,0,0,0,NA,NA
488,PB,Punjab,PB_Faridkot,Faridkot,67,6,61,0,0,0,0,0,0,NA,NA
489,PB,Punjab,PB_Fatehgarh Sahib,Fatehgarh Sahib,65,8,57,0,0,0,0,0,0,NA,NA
490,PB,Punjab,PB_Fazilka,Fazilka,45,3,42,0,0,0,0,0,0,NA,NA
491,PB,Punjab,PB_Ferozepur,Ferozepur,46,0,45,1,0,0,0,0,0,NA,NA
492,PB,Punjab,PB_Gurdaspur,Gurdaspur,148,14,131,3,0,0,0,0,0,NA,NA
493,PB,Punjab,PB_Hoshiarpur,Hoshiarpur,134,13,116,5,0,0,0,0,0,NA,NA
494,PB,Punjab,PB_Jalandhar,Jalandhar,270,46,216,8,0,0,0,0,0,NA,NA
495,PB,Punjab,PB_Kapurthala,Kapurthala,40,4,33,3,0,0,0,0,0,NA,NA
496,PB,Punjab,PB_Ludhiana,Ludhiana,222,58,155,9,0,0,0,0,0,NA,NA
497,PB,Punjab,PB_Mansa,Mansa,32,0,32,0,0,0,0,0,0,NA,NA
498,PB,Punjab,PB_Moga,Moga,65,1,64,0,0,0,0,0,0,NA,NA
499,PB,Punjab,PB_Pathankot,Pathankot,81,35,43,3,0,0,0,0,0,NA,NA
500,PB,Punjab,PB_Patiala,Patiala,126,18,106,2,0,0,0,0,0,NA,NA
501,PB,Punjab,PB_Rupnagar,Rupnagar,71,11,59,1,0,0,0,0,0,NA,NA
502,PB,Punjab,PB_S.A.S. Nagar,S.A.S. Nagar,124,17,104,3,0,0,0,0,0,NA,NA
503,PB,Punjab,PB_Sangrur,Sangrur,104,12,92,0,0,0,0,0,0,NA,NA
504,PB,Punjab,PB_Shahid Bhagat Singh Nagar,Shahid Bhagat Singh Nagar,106,5,100,1,0,0,0,0,0,NA,NA
505,PB,Punjab,PB_Sri Muktsar Sahib,Sri Muktsar Sahib,70,4,66,0,0,0,0,0,0,NA,NA
506,PB,Punjab,PB_Tarn Taran,Tarn Taran,159,4,154,1,0,0,0,0,0,NA,NA
481,PY,Puducherry,PY_Karaikal,Karaikal,2,0,2,0,0,0,0,0,0,NA,NA
482,PY,Puducherry,PY_Mahe,Mahe,4,0,4,0,0,0,0,0,0,NA,NA
483,PY,Puducherry,PY_Puducherry,Puducherry,101,59,42,0,0,12,3,9,0,NA,NA
484,PY,Puducherry,PY_Yanam,Yanam,0,0,0,0,0,0,0,0,0,NA,NA
507,RJ,Rajasthan,RJ_Ajmer,Ajmer,362,54,299,9,0,0,0,0,0,NA,NA
508,RJ,Rajasthan,RJ_Alwar,Alwar,82,28,52,2,0,0,0,0,0,NA,NA
509,RJ,Rajasthan,RJ_Banswara,Banswara,85,0,83,2,0,0,0,0,0,NA,NA
510,RJ,Rajasthan,RJ_Baran,Baran,58,48,8,2,0,1,1,0,0,NA,NA
511,RJ,Rajasthan,RJ_Barmer,Barmer,105,25,80,0,0,0,0,0,0,NA,NA
512,RJ,Rajasthan,RJ_Bharatpur,Bharatpur,546,390,150,6,0,0,0,0,0,NA,NA
513,RJ,Rajasthan,RJ_Bhilwara,Bhilwara,164,57,105,2,0,1,1,0,0,NA,NA
514,RJ,Rajasthan,RJ_Bikaner,Bikaner,110,23,83,4,0,1,1,0,0,NA,NA
0,RJ,Rajasthan,RJ_BSF Camp,BSF Camp,50,0,50,0,0,0,0,0,0,NA,NA
515,RJ,Rajasthan,RJ_Bundi,Bundi,4,4,0,0,0,0,0,0,0,NA,NA
